REF_AREA_LABEL,INDEX_COMP_LABEL,INDICATOR_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Uruguay,Non-communicable diseases,Universal health coverage (UHC) service coverage index,47.0,48.0,49.0,50.0,51.0,52.0,53.0,55.0,56.0,56.0,57.0,58.0,59.0,60.0,61.0,61.0,62.0,62.0,63.0,64.0,64.0,65.0,65.0,65.0
Kyrgyz Republic,Infectious diseases,Universal health coverage (UHC) service coverage index,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0
Malta,Service capacity and access,Universal health coverage (UHC) service coverage index,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,89.0,91.0,91.0,92.0,92.0,92.0,84.0,84.0,85.0,90.0,90.0,88.0
Indonesia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,71.0,71.0,71.0,71.0,72.0,73.0,73.0,74.0,75.0,76.0,78.0,78.0,80.0,80.0,80.0,80.0,79.0,79.0,78.0,78.0,77.0,76.0,78.0,77.0
"Iran, Islamic Rep.","Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,79.0,79.0,78.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0
Bhutan,Service capacity and access,Universal health coverage (UHC) service coverage index,36.0,35.0,35.0,36.0,35.0,35.0,36.0,36.0,38.0,38.0,39.0,47.0,45.0,43.0,54.0,57.0,61.0,60.0,58.0,60.0,67.0,62.0,65.0,65.0
Mali,Non-communicable diseases,Universal health coverage (UHC) service coverage index,61.0,62.0,63.0,64.0,64.0,65.0,66.0,67.0,68.0,68.0,69.0,70.0,70.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0,75.0,75.0,76.0
Nauru,Non-communicable diseases,Universal health coverage (UHC) service coverage index,9.0,11.0,14.0,16.0,18.0,20.0,22.0,24.0,25.0,27.0,29.0,30.0,32.0,33.0,34.0,36.0,37.0,38.0,39.0,40.0,42.0,42.0,43.0,44.0
St. Kitts and Nevis,Infectious diseases,Universal health coverage (UHC) service coverage index,86.0,86.0,87.0,88.0,88.0,89.0,90.0,91.0,91.0,92.0,93.0,93.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
"Gambia, The",Service capacity and access,Universal health coverage (UHC) service coverage index,40.0,40.0,40.0,40.0,30.0,30.0,30.0,34.0,35.0,36.0,37.0,39.0,41.0,43.0,36.0,36.0,32.0,27.0,29.0,26.0,31.0,34.0,34.0,35.0
Afghanistan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0
Ethiopia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,17.0,17.0,18.0,19.0,21.0,22.0,24.0,26.0,28.0,31.0,33.0,35.0,37.0,38.0,39.0,41.0,42.0,43.0,43.0,43.0,43.0,42.0,42.0,43.0
Zambia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,59.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,63.0,64.0,64.0,65.0,65.0,66.0,68.0,69.0,70.0,71.0,72.0,72.0,73.0,74.0,73.0,74.0
Comoros,Infectious diseases,Universal health coverage (UHC) service coverage index,12.0,13.0,22.0,28.0,28.0,43.0,46.0,43.0,38.0,38.0,52.0,53.0,45.0,54.0,54.0,49.0,60.0,61.0,56.0,49.0,62.0,63.0,56.0,52.0
Slovenia,Full index,Universal health coverage (UHC) service coverage index,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,80.0,80.0,80.0,81.0,82.0,82.0,83.0,83.0,84.0,84.0,83.0,84.0,84.0
United States,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,82.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
Libya,Full index,Universal health coverage (UHC) service coverage index,66.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,68.0,70.0,70.0,71.0,71.0,71.0,68.0,70.0,71.0,69.0,71.0,71.0
United Kingdom,Service capacity and access,Universal health coverage (UHC) service coverage index,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0
Australia,Infectious diseases,Universal health coverage (UHC) service coverage index,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Croatia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,45.0,46.0,46.0,47.0,47.0,48.0,48.0,48.0,49.0,49.0,49.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0
India,Infectious diseases,Universal health coverage (UHC) service coverage index,15.0,17.0,20.0,23.0,26.0,28.0,31.0,34.0,37.0,40.0,42.0,45.0,48.0,51.0,54.0,57.0,60.0,63.0,66.0,69.0,72.0,75.0,78.0,81.0
Bhutan,Infectious diseases,Universal health coverage (UHC) service coverage index,44.0,44.0,47.0,49.0,51.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,68.0,70.0,72.0,74.0,75.0,77.0,79.0,80.0,82.0,84.0,85.0
Estonia,Full index,Universal health coverage (UHC) service coverage index,66.0,67.0,68.0,69.0,70.0,71.0,71.0,72.0,73.0,73.0,74.0,74.0,75.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,79.0
Eritrea,Service capacity and access,Universal health coverage (UHC) service coverage index,40.0,40.0,40.0,40.0,41.0,40.0,40.0,41.0,41.0,41.0,41.0,42.0,44.0,46.0,48.0,48.0,45.0,44.0,40.0,43.0,45.0,39.0,45.0,45.0
Dominican Republic,Service capacity and access,Universal health coverage (UHC) service coverage index,59.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,57.0,56.0,59.0,60.0,62.0,68.0,65.0,65.0,61.0,58.0,53.0,57.0,67.0,72.0,72.0,54.0
Guinea,Service capacity and access,Universal health coverage (UHC) service coverage index,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,17.0,20.0,22.0,19.0,15.0,20.0,23.0,21.0,21.0,21.0,21.0,21.0
Bangladesh,Full index,Universal health coverage (UHC) service coverage index,24.0,25.0,26.0,27.0,28.0,30.0,31.0,33.0,34.0,36.0,37.0,38.0,40.0,41.0,43.0,45.0,46.0,47.0,47.0,50.0,52.0,52.0,54.0,54.0
Liberia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,48.0,47.0,47.0,46.0,46.0,49.0,50.0,50.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,53.0,54.0,56.0,56.0,56.0,57.0,57.0,58.0,59.0
Hungary,Infectious diseases,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
Dominica,Non-communicable diseases,Universal health coverage (UHC) service coverage index,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
Hungary,Non-communicable diseases,Universal health coverage (UHC) service coverage index,43.0,44.0,44.0,45.0,46.0,46.0,47.0,48.0,48.0,49.0,49.0,50.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,55.0,56.0
Greece,Service capacity and access,Universal health coverage (UHC) service coverage index,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,90.0,90.0,89.0,88.0,87.0,86.0,85.0,84.0,83.0,84.0,89.0,88.0,84.0
Equatorial Guinea,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,41.0,41.0,42.0,43.0,43.0,44.0,44.0,45.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,46.0,48.0,48.0,49.0,49.0,50.0,50.0,50.0,51.0
Sudan,Infectious diseases,Universal health coverage (UHC) service coverage index,7.0,7.0,7.0,7.0,7.0,9.0,10.0,14.0,17.0,22.0,25.0,27.0,31.0,37.0,41.0,42.0,45.0,48.0,49.0,53.0,55.0,54.0,62.0,62.0
Senegal,Infectious diseases,Universal health coverage (UHC) service coverage index,12.0,10.0,12.0,10.0,6.0,8.0,17.0,23.0,30.0,39.0,39.0,42.0,42.0,49.0,50.0,51.0,59.0,60.0,54.0,61.0,60.0,48.0,56.0,54.0
Estonia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,72.0,73.0,74.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0
Guyana,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,68.0,67.0,66.0,65.0,64.0,63.0,63.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0
El Salvador,Service capacity and access,Universal health coverage (UHC) service coverage index,58.0,58.0,58.0,59.0,60.0,61.0,61.0,61.0,62.0,63.0,64.0,65.0,69.0,73.0,80.0,74.0,76.0,76.0,71.0,73.0,74.0,71.0,73.0,73.0
Solomon Islands,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,68.0,68.0,67.0,68.0,69.0,69.0,70.0,69.0,69.0,69.0,69.0,70.0,70.0,69.0,69.0,69.0,70.0,69.0,69.0,69.0,69.0,68.0,69.0,68.0
Japan,Infectious diseases,Universal health coverage (UHC) service coverage index,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Iceland,Service capacity and access,Universal health coverage (UHC) service coverage index,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,92.0,93.0,94.0,92.0,90.0,90.0,94.0,94.0,93.0,91.0,92.0,90.0
Czechia,Infectious diseases,Universal health coverage (UHC) service coverage index,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Nicaragua,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,69.0,70.0,71.0,72.0,72.0,74.0,75.0,76.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,79.0,81.0,82.0,82.0,81.0,82.0,81.0
Philippines,Infectious diseases,Universal health coverage (UHC) service coverage index,64.0,65.0,65.0,66.0,66.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,85.0,86.0
Eswatini,Service capacity and access,Universal health coverage (UHC) service coverage index,64.0,68.0,72.0,76.0,77.0,77.0,77.0,75.0,73.0,72.0,70.0,71.0,63.0,61.0,71.0,68.0,73.0,79.0,67.0,61.0,58.0,64.0,71.0,80.0
Mozambique,Infectious diseases,Universal health coverage (UHC) service coverage index,7.0,7.0,6.0,6.0,7.0,9.0,11.0,15.0,20.0,21.0,21.0,25.0,25.0,27.0,33.0,36.0,36.0,45.0,45.0,44.0,49.0,45.0,40.0,46.0
Paraguay,Service capacity and access,Universal health coverage (UHC) service coverage index,58.0,57.0,59.0,58.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,55.0,49.0,50.0,51.0,52.0,52.0,52.0,55.0,67.0,71.0,71.0,71.0,71.0
Zimbabwe,Full index,Universal health coverage (UHC) service coverage index,34.0,33.0,33.0,34.0,34.0,34.0,36.0,38.0,39.0,42.0,43.0,43.0,43.0,47.0,50.0,49.0,53.0,57.0,54.0,55.0,56.0,57.0,59.0,59.0
Bosnia and Herzegovina,Non-communicable diseases,Universal health coverage (UHC) service coverage index,34.0,35.0,36.0,36.0,37.0,38.0,39.0,39.0,40.0,41.0,42.0,42.0,43.0,43.0,44.0,45.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,49.0
Croatia,Service capacity and access,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,87.0,90.0,89.0,89.0,90.0,92.0,92.0,91.0,91.0,91.0
Uganda,Non-communicable diseases,Universal health coverage (UHC) service coverage index,50.0,51.0,53.0,54.0,55.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,70.0,70.0,71.0,71.0,71.0
Italy,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,64.0,65.0,66.0,67.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,76.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0
"Iran, Islamic Rep.",Non-communicable diseases,Universal health coverage (UHC) service coverage index,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0
Kiribati,Service capacity and access,Universal health coverage (UHC) service coverage index,62.0,62.0,62.0,62.0,62.0,64.0,65.0,66.0,67.0,68.0,67.0,64.0,75.0,84.0,80.0,78.0,75.0,72.0,69.0,73.0,76.0,74.0,69.0,63.0
Cyprus,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0
Rwanda,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,18.0,20.0,22.0,24.0,26.0,29.0,32.0,34.0,36.0,43.0,49.0,55.0,56.0,57.0,58.0,60.0,61.0,63.0,65.0,67.0,68.0,68.0,69.0,69.0
South Sudan,Infectious diseases,Universal health coverage (UHC) service coverage index,5.0,5.0,4.0,5.0,5.0,6.0,7.0,9.0,13.0,18.0,11.0,8.0,11.0,20.0,15.0,14.0,22.0,24.0,22.0,21.0,28.0,28.0,24.0,30.0
Russian Federation,Full index,Universal health coverage (UHC) service coverage index,68.0,69.0,70.0,70.0,71.0,72.0,72.0,73.0,73.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,81.0
Tunisia,Full index,Universal health coverage (UHC) service coverage index,61.0,61.0,62.0,63.0,66.0,66.0,67.0,67.0,67.0,68.0,69.0,69.0,70.0,70.0,72.0,73.0,73.0,74.0,75.0,75.0,76.0,75.0,76.0,76.0
Portugal,Service capacity and access,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,92.0,94.0,94.0,95.0,95.0,94.0
"Korea, Dem. People's Rep.",Service capacity and access,Universal health coverage (UHC) service coverage index,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,73.0,81.0,86.0,88.0,90.0,90.0,88.0,86.0,88.0,89.0,92.0,91.0,83.0
Niger,Service capacity and access,Universal health coverage (UHC) service coverage index,19.0,19.0,19.0,19.0,19.0,19.0,18.0,17.0,17.0,19.0,20.0,20.0,20.0,18.0,19.0,16.0,19.0,15.0,14.0,14.0,9.0,14.0,15.0,19.0
Sri Lanka,Full index,Universal health coverage (UHC) service coverage index,61.0,60.0,61.0,63.0,64.0,64.0,65.0,66.0,65.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,68.0,70.0,71.0,72.0,72.0,72.0
West Bank and Gaza,Service capacity and access,Universal health coverage (UHC) service coverage index,53.0,56.0,56.0,54.0,54.0,55.0,55.0,55.0,54.0,61.0,55.0,55.0,55.0,54.0,55.0,55.0,56.0,58.0,45.0,44.0,44.0,47.0,45.0,45.0
Serbia,Service capacity and access,Universal health coverage (UHC) service coverage index,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,61.0,70.0,78.0,75.0,72.0,76.0,88.0,88.0,89.0,88.0,88.0,90.0
Brazil,Non-communicable diseases,Universal health coverage (UHC) service coverage index,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,68.0,68.0,69.0,70.0,70.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0
Mali,Service capacity and access,Universal health coverage (UHC) service coverage index,19.0,19.0,19.0,19.0,19.0,18.0,16.0,13.0,15.0,18.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,18.0,18.0,19.0,18.0,18.0,16.0
France,Non-communicable diseases,Universal health coverage (UHC) service coverage index,48.0,48.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
Dominican Republic,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,76.0,75.0,75.0,75.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,78.0,78.0,78.0,81.0,81.0,82.0,83.0,84.0,85.0,84.0,85.0,85.0,85.0
Myanmar,Full index,Universal health coverage (UHC) service coverage index,32.0,34.0,36.0,38.0,39.0,40.0,42.0,43.0,45.0,46.0,47.0,49.0,49.0,50.0,51.0,52.0,53.0,53.0,53.0,54.0,53.0,50.0,52.0,52.0
Croatia,Full index,Universal health coverage (UHC) service coverage index,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,74.0,75.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0
Zimbabwe,Service capacity and access,Universal health coverage (UHC) service coverage index,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,42.0,47.0,48.0,53.0,56.0,56.0,57.0,68.0,57.0,58.0,61.0,66.0,71.0,71.0
France,Infectious diseases,Universal health coverage (UHC) service coverage index,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Bhutan,Full index,Universal health coverage (UHC) service coverage index,46.0,46.0,47.0,48.0,49.0,50.0,51.0,51.0,53.0,54.0,55.0,58.0,58.0,58.0,62.0,63.0,65.0,65.0,65.0,66.0,69.0,68.0,69.0,69.0
United Kingdom,Non-communicable diseases,Universal health coverage (UHC) service coverage index,43.0,45.0,47.0,49.0,51.0,53.0,55.0,56.0,58.0,59.0,60.0,62.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0,71.0,71.0
Thailand,Full index,Universal health coverage (UHC) service coverage index,68.0,69.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,73.0,75.0,78.0,78.0,79.0,79.0,80.0,81.0,81.0,80.0,81.0,81.0,82.0,82.0,82.0
Brazil,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,72.0,72.0,73.0,74.0,74.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,77.0,78.0,77.0,78.0,77.0,78.0,79.0
Jordan,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,72.0,73.0,73.0,73.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,71.0,70.0,68.0,66.0,65.0,63.0,64.0,65.0,67.0,69.0,71.0
Philippines,Service capacity and access,Universal health coverage (UHC) service coverage index,65.0,64.0,65.0,64.0,63.0,64.0,66.0,66.0,77.0,67.0,55.0,67.0,69.0,68.0,71.0,72.0,76.0,73.0,68.0,63.0,70.0,68.0,69.0,68.0
Suriname,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,63.0,64.0,66.0,67.0,69.0,70.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,73.0,75.0,76.0,76.0
Dominican Republic,Infectious diseases,Universal health coverage (UHC) service coverage index,74.0,73.0,74.0,74.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,85.0,86.0,87.0,87.0,88.0,88.0,89.0,89.0
Cambodia,Infectious diseases,Universal health coverage (UHC) service coverage index,10.0,11.0,13.0,16.0,19.0,23.0,26.0,29.0,32.0,35.0,38.0,41.0,45.0,48.0,51.0,54.0,57.0,61.0,64.0,67.0,71.0,74.0,77.0,80.0
Armenia,Service capacity and access,Universal health coverage (UHC) service coverage index,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,96.0,97.0,98.0,99.0,98.0,98.0,94.0,94.0,94.0,94.0,94.0,83.0
Madagascar,Non-communicable diseases,Universal health coverage (UHC) service coverage index,20.0,22.0,24.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,36.0,38.0,39.0,40.0,41.0,43.0,44.0,45.0,46.0,47.0,48.0,48.0,49.0,50.0
Kenya,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,52.0,52.0,52.0,51.0,52.0,53.0,55.0,56.0,58.0,59.0,62.0,64.0,66.0,68.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,78.0
Zambia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,54.0,55.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,63.0,64.0
Panama,Service capacity and access,Universal health coverage (UHC) service coverage index,70.0,70.0,71.0,73.0,71.0,71.0,71.0,70.0,69.0,67.0,66.0,75.0,82.0,81.0,80.0,80.0,81.0,84.0,82.0,85.0,88.0,89.0,85.0,82.0
Cabo Verde,Full index,Universal health coverage (UHC) service coverage index,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,60.0,61.0,62.0,62.0,63.0,65.0,66.0,67.0,66.0,67.0,69.0,70.0,71.0,71.0
Uganda,Full index,Universal health coverage (UHC) service coverage index,24.0,24.0,24.0,25.0,26.0,28.0,31.0,34.0,36.0,36.0,40.0,39.0,38.0,47.0,49.0,49.0,49.0,51.0,49.0,49.0,52.0,53.0,52.0,54.0
Ethiopia,Service capacity and access,Universal health coverage (UHC) service coverage index,12.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,13.0,14.0,19.0,21.0,23.0,24.0,25.0,27.0,28.0,24.0,25.0,26.0,26.0,31.0,31.0
Oman,Infectious diseases,Universal health coverage (UHC) service coverage index,89.0,89.0,90.0,91.0,91.0,92.0,93.0,94.0,95.0,95.0,96.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Lithuania,Service capacity and access,Universal health coverage (UHC) service coverage index,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,92.0,94.0,95.0,94.0,94.0,94.0,92.0,94.0,94.0,95.0,94.0,95.0,95.0
Bangladesh,Non-communicable diseases,Universal health coverage (UHC) service coverage index,18.0,20.0,22.0,24.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,43.0,44.0,45.0,45.0,46.0
United Arab Emirates,Non-communicable diseases,Universal health coverage (UHC) service coverage index,63.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,68.0,68.0,69.0,70.0,70.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0
Guinea,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,32.0,32.0,33.0,34.0,37.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0,38.0,37.0,35.0,35.0,33.0,44.0,55.0,56.0,56.0,57.0,57.0,57.0
Kyrgyz Republic,Full index,Universal health coverage (UHC) service coverage index,70.0,70.0,71.0,71.0,71.0,71.0,72.0,71.0,71.0,70.0,70.0,69.0,68.0,71.0,73.0,74.0,74.0,74.0,75.0,74.0,74.0,73.0,73.0,74.0
Poland,Full index,Universal health coverage (UHC) service coverage index,67.0,68.0,69.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,75.0,77.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,79.0,82.0,83.0,82.0
Albania,Non-communicable diseases,Universal health coverage (UHC) service coverage index,42.0,43.0,44.0,45.0,46.0,46.0,47.0,48.0,49.0,49.0,50.0,51.0,51.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0
Portugal,Non-communicable diseases,Universal health coverage (UHC) service coverage index,60.0,60.0,60.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0
Antigua and Barbuda,Non-communicable diseases,Universal health coverage (UHC) service coverage index,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,67.0,66.0
Lao PDR,Service capacity and access,Universal health coverage (UHC) service coverage index,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,38.0,39.0,42.0,37.0,42.0,46.0,48.0,51.0,51.0,42.0,44.0,43.0,45.0,45.0,49.0
Mozambique,Non-communicable diseases,Universal health coverage (UHC) service coverage index,40.0,41.0,42.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,55.0,56.0,57.0,58.0,58.0,59.0,60.0,61.0,61.0,61.0,62.0
Liberia,Infectious diseases,Universal health coverage (UHC) service coverage index,9.0,8.0,8.0,7.0,7.0,8.0,9.0,10.0,12.0,24.0,29.0,25.0,27.0,23.0,18.0,34.0,31.0,20.0,30.0,33.0,23.0,37.0,33.0,33.0
Haiti,Full index,Universal health coverage (UHC) service coverage index,32.0,33.0,34.0,34.0,35.0,35.0,36.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,41.0,40.0,41.0,41.0,41.0,41.0,42.0,44.0,44.0,44.0
Turkmenistan,Infectious diseases,Universal health coverage (UHC) service coverage index,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
