REF_AREA_LABEL,FINANCIAL_HARDSHIP_LABEL,URBANIZATION_LABEL,IC_QUINTILE_LABEL,INDICATOR_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bolivia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,8.79,8.14,9.94,,,,,,,,,,,12.73,11.86,10.97,,,10.53,10.6,,,,
"Micronesia, Fed. Sts.",All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,14.62,,,,,,,,,,
Chile,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,9.49,,,,,11.32,,,,,11.36,,,,,11.36,,
Marshall Islands,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,64.54,,,,
Côte d’Ivoire,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,49.94,,,,,,41.86,,,,,,,29.15,,,36.57,,,35.55,,
Cambodia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,26.77,,,,,9.05,,,,,12.83,,19.09,,18.81
Rwanda,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,43.31,,,,,,,,32.29,,,35.82,,,,,,,
Eswatini,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,28.6,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,6.11,,,,,,5.74,,,,,,,,4.99
Syrian Arab Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,3.46,,,,2.99,,,,,,,,,,,,,,,,
Kosovo,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,11.27,,13.34,12.38,,,12.21,13.94,10.76,,,,,9.93,,,,,,,
Cambodia,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,5.79,4.58,2.97,,,3.12,,,,,3.96,,2.88,,3.17
Portugal,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,15.9,,,,,15.37,,,,,17.09,,,,,16.25,,,,,,,14.58,
Angola,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,1.62,,,,,,,,,,5.04,,,,,
Malawi,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.37,,,,,,0.67,,,0.65,,,1.42,,,1.05,,,,
South Sudan,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,33.24,,,,,,,49.35,,,,,,,
North Macedonia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,34.68,,11.75,13.5,11.76,12.99,10.92,,,8.78,,,,,,,,,,,,10.93,11.4,13.17
Cambodia,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,49.89,42.81,24.74,,,21.94,,,,,23.98,,18.91,,20.05
"Congo, Dem. Rep.",All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,89.76,,,,,,,,81.54,,,,,,,,,,,
Haiti,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,55.95,51.01,,,,,,,,,,
Myanmar,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,85.37,,78.35,,,,,,
Tajikistan,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,13.4,,17.84,,,,23.34,24.73,,29.5,27.69,28.49,25.63,,,,
South Africa,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,0.76,,,,,1.07,,,1.02,,,,,,0.57,,,,,,,,,
Sri Lanka,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,1.97,1.37,,,1.58,,,2.27,,,,1.79,,,0.51,,,,
Sierra Leone,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,9.51,,,,,,,,12.95,,,,,,,6.99,,,,,
Dominican Republic,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,42.29,,,,,,,,,,,14.06,,,,,
St. Lucia,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,3.49,,,,,,,
Comoros,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,71.18,,,,,,,,,
Belarus,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,36.99,37.69,30.43,27.63,31.01,23.16,23.2,23.31,19.62,12.81,17.26,20.68,20.63,21.94,17.88,20.13,16.54,18.12,,,,
Côte d’Ivoire,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,17.26,,,,,,23.41,,,,,,,5.57,,,9.64,,,13.49,,
Trinidad and Tobago,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,14.01,,,,,,,,,5.7,,,,,,,,,
Chad,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,19.92,,,,,,,,27.7,,,,,,,,,,,,
Türkiye,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,10.75,8.77,9.69,10.25,10.19,10.19,11.44,12.01,12.52,13.11,11.6,13.75,13.53,11.43,10.75,,,,,,,
Ethiopia,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.63,,,,,,,0.88,,,,1.72,,,1.47,,,1.01,,
Lao PDR,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,3.32,,,,,10.88,,,,,13.69,,,,,,7.86,,,,,
Iceland,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,11.07,,,,,,,,,,,,,,,,
Croatia,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,1.45,,,,1.51,1.29,1.57,,,,,,,,,,,,,
Russian Federation,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,18.34,17.75,17.67,19.96,19.67,,,,,,12.81,13.57,,11.59,10.78,,,,,,,,,
Ethiopia,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.52,,,,,,,0.36,,,,0.75,,,1.06,,,0.65,,
Latvia,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,1.41,1.62,2.06,1.68,1.61,2.2,2.14,1.69,1.45,2.24,2.06,1.89,2.82,2.46,3.04,,,3.11,,,,
Kenya,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,28.39,,,,,,,,,,12.12,,,,,,,,
West Bank and Gaza,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,17.09,,13.63,16.13,,14.74,15.19,15.53,,,,,15.83,,,,,,,17.22
Tanzania,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,18.18,,,,,,,30.68,,33.89,,,
Uzbekistan,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,24.68,,20.82,20.22,,,,,,,,,,,,,,,,,,,,
Timor-Leste,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,3.12,,,,,,,1.64,,,,,,,,,
Luxembourg,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,13.46,13.44,12.4,,
Sudan,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,82.36,,,,,96.58,,,,,,,,,
Lithuania,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,18.31,19.75,18.28,18.21,16.09,,,,16.58,,,,,,,,23.31,,,,,11.9,,
Morocco,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,27.72,,,,,,,,,,,,,31.08,,,,,,,,,,
Russian Federation,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,20.69,,22.1,23.24,23.49,,,,,,,,,,,,,,,,,,,
Brazil,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,31.44,,,,,,,,,,,,,,,
Guinea-Bissau,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,13.65,,,,,
North Macedonia,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,1.36,,2.18,3.08,2.69,2.55,2.16,,,2.23,3.21,4.85,6.83,4.99,6.8,6.56,9.76,4.8,3.74,3.37,6.44,3.37,2.73,8.24
Slovenia,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,6.22,6.07,5.87,5.36,5.38,4.38,4.49,4.56,4.57,4.6,4.11,,3.33,,,4.23,,,4.19,,,,4.34,
Benin,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,85.34,,,,,,,,78.69,,,,61.75,,,21.82,,,19.9,,
Nicaragua,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,30.17,,,,,,,,25.78,,,,,24.19,,,,,,,,,
Kiribati,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,0.7,,,,,,,,,,,,,2.09,,,,
"Congo, Rep.",All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,91.97,,,,,,84.56,,,,,,,,,,,,
Ethiopia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,28.02,,,,,,,,,,,26.33,,,26.67,,,25.04,,
Slovak Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,10.14,7.1,7.03,8.33,7.71,,,,,,,,,,,,,,
Federal Republic of Somalia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,17.45,30.02,,,,,,
Maldives,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,10.07,,,,
Burkina Faso,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,8.65,,,,,4.75,,,,4.94,,,5.49,,
Kosovo,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,2.78,,3.79,3.17,,,3.95,3.42,2.87,,,,,3.99,,,,,,,
Mongolia,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,61.22,,,,,,,36.95,18.9,14.07,11.97,,9.31,,16.01,,17.56,,62.37,43.03,37.14,39.04
Vietnam,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,15.39,,14.14,,13.51,,11.58,,9.99,,10.47,,8.57,,7.52,,7.79,,8.79,,,
Russian Federation,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,19.18,18.46,18.55,20.6,20.35,,,,,,14.25,14.87,,13.24,12.24,,,,,,,,,
Israel,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,1.88,1.52,2.03,1.92,2.06,1.63,1.97,1.77,1.96,1.29,1.5,1.68,1.41,1.92,1.92,1.57,1.54,2.02,1.84,1.63,1.75,,
Georgia,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,58.14,56.76,39.84,38.58,35.56,39.99,45.25,51.32,50.23,54.45,58.28,63.22,66.83,69.78,74.67,74.64,76.17,69.6,69.83,67.29,62.69,64.04,70.3,71.39
Botswana,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,27.45,,,,,,29.36,,,,,,,,
Togo,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,59.68,,,,,60.06,,,,99.42,,,26.53,,,23.71,,
Botswana,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,0.09,,,,,,1.14,,,,,,,,
Malaysia,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,36.72,
Senegal,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,11.74,,,,,,,,,,,,,,,,,,
Cambodia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,34.36,,,,,18.99,,,,,21.27,,16.39,,19.41
Andorra,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,12.83,,,
Morocco,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,15.84,,,,,,,,,,
Latvia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,12.04,10.17,13.08,11.67,11.1,13.3,12.81,11.94,10.57,13.15,12.13,13.21,16.27,15.86,17.3,,,16.12,,,,
Czechia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,3.67,3.43,4.21,3.55,3.78,3.03,4.12,4.45,3.86,4.19,5.55,6.68,5.65,4.67,4.69,5.37,,,,,,10.2,9.49,7.91
Côte d’Ivoire,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,33.17,,,,,,29.79,,,,,,,21.63,,,9.78,,,11.15,,
Thailand,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,20.23,,,,17.58,,,14.07,13.66,,,,,,,11.92,,,,,,
Jordan,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,18.11,,,,,,13.05,,12.85,,,,,,,,,,,,,
Maldives,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,22.53,,,,,27.71,,,,,,,15.04,,,14.19,,,,
Iraq,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,17.02,,,,,,18.0,,,,,33.18,,,,,,
Benin,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,87.01,,,,,,,,92.43,,,,78.16,,,76.86,,,73.41,,
Germany,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,1.19,,,,,,,,,,,,,
Botswana,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,0.52,,,,,,1.01,,,,,,,,
Luxembourg,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,9.96,,,,,,,,,14.62,,,15.83,12.58
Kenya,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,19.86,,,,,,,,,,20.05,,,,,,,,
South Africa,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,5.25,,,2.78,,,,,,3.65,,,,,,,,,
India,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,43.09,,,,,,,,,,,,,,,,,,,,,,32.12,
Costa Rica,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.64,,,,,,,,0.83,,,,,,1.23,,,,,
Romania,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,7.13,5.5,5.59,5.75,6.4,5.88,5.52,5.43,4.63,4.75,6.63,5.64,6.08,6.49,,,7.63,,,,,,,
Romania,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,24.8,22.19,21.89,24.51,28.83,28.95,26.4,29.16,28.12,29.38,39.27,36.05,37.75,40.17,,,49.3,,,,,,,
Eswatini,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,7.95,,,,,,,,,,,,,,,,1.99,,,,,,,
Syrian Arab Republic,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,9.8,,,,6.63,,,,,,,,,,,,,,,,
South Africa,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,0.13,,,,,0.08,,,0.18,,,,,,0.07,,,,,,,,,
West Bank and Gaza,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,17.5,17.53,15.62,18.55,,15.37,15.96,15.97,,,,,21.02,,,,,,,22.27
Montenegro,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,13.65,9.62,13.11,12.75,10.3,10.28,11.97,12.37,13.52,14.75,12.09,,,,,,,,
Cambodia,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,24.39,21.57,17.24,,,12.48,,,,,13.6,,12.39,,14.06
Uganda,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,50.8,,,36.44,,,,16.09,,,12.08,,,,12.93,,,9.13,,,,
Bosnia and Herzegovina,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,64.67,,,38.62,,,50.52,,,,45.32,,,,38.16,,,,,,36.42,37.4,
Angola,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,12.01,,,,,,,,,,42.26,,,,,
Seychelles,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,5.17,,,,,,,4.72,,,,,,,,,,
Denmark,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,1.16,,,,,,,,,,,,,
Pakistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,19.66,,,10.71,,,9.78,,,11.82,10.14,,9.69,,7.96,,,8.12,,,,,
Jamaica,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,27.86,27.21,,,,26.25,29.2,33.19,,11.05,,14.02,10.76,20.45,15.2,12.54,17.11,,24.93,,
Tajikistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,15.96,,23.96,,,,28.1,29.68,,34.98,32.91,34.66,30.84,,,,
Senegal,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,95.12,,,,85.44,,,,,,89.87,,,,,,,61.24,,,60.36,,
Iceland,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,2.44,,,2.15,,2.23,,2.77,2.95,2.53,2.38,3.12,2.87,2.56,,2.81,3.14,
Montenegro,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,13.89,9.88,11.57,9.6,8.15,9.19,9.97,10.67,10.03,12.6,10.83,,,,,,,,
Mozambique,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,29.86,,,,,,28.99,,,,,,23.14,,,,,36.74,,,,
Tunisia,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,9.41,,,,,7.59,,,,,3.7,,,,,3.39,,,,,,18.3,,
Brazil,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,1.95,,,,,,,,,2.02,,,,,,
